"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL284818";"";"None";"485.54";"0";"3.51";"7";"O=C(O)C(COc1ccccc1)C[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)NCc1nn[nH]n1";"IC50";"'='";"19.0";"nM";"7.72";"";"";"UO_0000065";"15.90";"0.29";"4.21";"5.94";"0";"CHEMBL752989";"In vitro inhibition of Neutral Endopeptidase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129104";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";""
"CHEMBL2022227";"";"None";"607.67";"2";"-3.88";"3, [Ala]2-Opiorphin";"C[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O";"IC50";"'='";"12000.0";"nM";"4.92";"";"";"UO_0000065";"8.10";"0.16";"8.80";"1.61";"0";"CHEMBL2026981";"Inhibition of human recombinant NEP ectopeptidase activity using Abz-dRGL-(EDDnp) as substrate preincubated for 10 mins with substrate by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2021861";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";""
"CHEMBL51438";"";"None";"426.54";"0";"2.71";"3j";"O=C(O)CCN1C(=O)[C@@H](NC(=O)[C@@H](CS)Cc2ccccc2)CCc2ccccc21";"IC50";"'='";"1.7";"nM";"8.77";"";"";"UO_0000065";"20.56";"0.40";"6.06";"10.11";"0";"CHEMBL883549";"Tested in vitro for inhibition of neutral endopeptidase (NEP)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127937";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";""
"CHEMBL2022232";"";"None";"771.68";"2";"-3.87";"8, [o-Br-Phe3]-Opiorphin";"N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1Br)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)O";"IC50";"'='";"30000.0";"nM";"4.52";"";"";"UO_0000065";"5.86";"0.12";"8.39";"1.23";"0";"CHEMBL2026981";"Inhibition of human recombinant NEP ectopeptidase activity using Abz-dRGL-(EDDnp) as substrate preincubated for 10 mins with substrate by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2021861";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";""
"CHEMBL35995";"";"None";"476.42";"1";"2.42";"53";"NCCc1c(NC(=O)[C@H](CC#Cc2ccc(F)cc2F)NCP(=O)(O)O)[nH]c2ccccc12";"IC50";"'='";"9700.0";"nM";"5.01";"";"";"UO_0000065";"10.52";"0.21";"2.59";"3.57";"0";"CHEMBL751028";"Inhibitory activity against neutral endopeptidase (NEP).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131381";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL36809";"";"None";"454.44";"0";"3.17";"61";"O=C(NCCc1cccc2ccccc12)[C@H](CC#Cc1ccccc1F)NCP(=O)(O)O";"IC50";"'='";"10700.0";"nM";"4.97";"";"";"UO_0000065";"10.94";"0.21";"1.80";"5.04";"0";"CHEMBL751028";"Inhibitory activity against neutral endopeptidase (NEP).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131381";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL2029396";"";"None";"678.75";"2";"-5.03";"5, [Asn1]-Opiorphin";"N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(N)=O)C(=O)O";"IC50";"'='";"130000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2032521";"Inhibition of human recombinant neprilysin using Abz-dR-G-L-EDDnp as substrate incubated for 10 mins prior to substrate addition measured for 40 mins by fluorometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029309";"1";"Scientific Literature";"ACS Med Chem Lett";"2012";"None";"";"";""
"CHEMBL2029399";"";"None";"795.92";"3";"-5.22";"8, [Cys0]-Opiorphin";"N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CS)C(=O)O";"IC50";"'='";"7000.0";"nM";"5.16";"";"";"UO_0000065";"6.48";"0.13";"10.37";"1.30";"0";"CHEMBL2032524";"Inhibition of human neprilysin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029309";"1";"Scientific Literature";"ACS Med Chem Lett";"2012";"None";"";"";""
"CHEMBL27868";"";"None";"609.62";"1";"3.45";"diastereomer ratio >50 : 1 (table)";"NC(=O)CCC(NC(=O)C(Cc1ccccc1)CP(=O)(O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O";"IC50";"'='";"15000.0";"nM";"4.82";"";"";"UO_0000065";"7.91";"0.15";"1.37";"2.61";"0";"CHEMBL754361";"Inhibition of neutral endopeptidase in human umbilical vein endothelial cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Endothelial cell";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152034";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";""
"CHEMBL2029393";"OPIORPHIN (3-5)";"None";"408.46";"1";"-2.13";"2, Opiorphin-(3-5)";"N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O";"IC50";"'='";"7000.0";"nM";"5.16";"";"";"UO_0000065";"12.62";"0.24";"7.28";"2.53";"0";"CHEMBL2032524";"Inhibition of human neprilysin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029309";"1";"Scientific Literature";"ACS Med Chem Lett";"2012";"None";"";"";""
"CHEMBL3677672";"";"None";"559.67";"2";"5.50";"BDBM155342";"C[C@H](C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)c1nnn(Cc2ccccc2)n1)C(=O)OCc1ccccc1";"IC50";"'='";"14.0";"nM";"7.85";"";"297682";"UO_0000065";"14.03";"0.26";"2.35";"7.93";"0";"CHEMBL3706201";"Fluorescence Lifetime-Based Assay: See A fluorescence lifetime-based assay for protease inhibitor profiling on human kallikrein 7 Doering K, Meder G, Hinnenberger M, Woelcke J, Mayr L M, Hassiepen U Biomol Screen. 2009 January; 14(1):1-9. Recombinant human neutral endopeptidase (expressed in insect cells and purified using standard methods, final concentration 7 pM) is pre-incubated with test compounds at various concentrations for 1 hour at room temperature in 10 mM sodium phosphate buffer at pH 7.4, containing 150 mM NaCl and 0.05% (w/v) CHAPS. The enzymatic reaction is started by the addition of a synthetic peptide substrate Cys(PT14)-Arg-Arg-Leu-Trp-OH to a final concentration of 0.7 μM. Substrate hydrolysis leads to an increase fluorescence lifetime (FLT) of PT14 measured by the means of a FLT reader as described by Doering et al. (2009). The effect of the compound on the enzymatic activity was determined after 1 hour (t=60 min) incubation at room temperature.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638737";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL2112402";"";"None";"500.62";"1";"3.92";"4n (S)";"O=C(N[C@H]1CCc2cccc3c2N(C1=O)[C@H](C(=O)O)C3)C(CS)Cc1ccc(-c2ccccc2)cc1";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"15.82";"0.30";"4.00";"9.13";"0";"CHEMBL752987";"Inhibition of neutral endopeptidase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128940";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";""
"CHEMBL2204326";"";"None";"358.46";"0";"0.42";"12";"O=C1N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)O)CCCCCC[C@H]1CS";"IC50";"'='";"0.8";"nM";"9.10";"";"";"UO_0000065";"25.38";"0.52";"8.68";"8.51";"0";"CHEMBL2208603";"Inhibition of neutral endopeptidase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203227";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";""
"CHEMBL34369";"";"None";"527.58";"1";"4.60";"5";"O=C(O)Cn1ccnc1NC(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)CC(COc1ccccc1)C(=O)O";"IC50";"'='";"763.0";"nM";"6.12";"";"";"UO_0000065";"11.60";"0.21";"1.52";"4.68";"0";"CHEMBL752989";"In vitro inhibition of Neutral Endopeptidase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129104";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";""
"CHEMBL11297";"";"None";"299.37";"0";"2.06";"54";"CC(NC(=O)C(CS)C(C)c1ccc(F)cc1)C(=O)O";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"29.06";"0.59";"6.64";"13.10";"0";"CHEMBL755096";"In vivo inhibitory potency against neutral endopeptidase by displacement of [3H]HACBOGly binding in mouse kidney";"B";"BAO_0000218";"organism-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127630";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";""
"CHEMBL2024271";"";"None";"692.78";"2";"-4.33";"22, [Nphe3]-Opiorphin";"N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)CN(Cc1ccccc1)C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2026981";"Inhibition of human recombinant NEP ectopeptidase activity using Abz-dRGL-(EDDnp) as substrate preincubated for 10 mins with substrate by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2021861";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";""
"CHEMBL2022239";"";"None";"692.78";"2";"-4.12";"16, [D-b-Phe3]-Opiorphin";"N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)C[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)c1ccccc1)C(=O)O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2026981";"Inhibition of human recombinant NEP ectopeptidase activity using Abz-dRGL-(EDDnp) as substrate preincubated for 10 mins with substrate by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2021861";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";""
"CHEMBL2022233";"";"None";"710.77";"2";"-4.50";"9, [m-F-Phe3]-Opiorphin";"N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cccc(F)c1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2026981";"Inhibition of human recombinant NEP ectopeptidase activity using Abz-dRGL-(EDDnp) as substrate preincubated for 10 mins with substrate by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2021861";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";""
"CHEMBL315669";"";"None";"472.44";"1";"1.52";"8";"O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1c[nH]cn1)NCP(=O)(O)O";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL752990";"In vitro inhibitory concentration against neutral endopeptidase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150039";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";""
"CHEMBL51389";"";"None";"414.48";"0";"1.77";"3f";"O=C(O)CN1C(=O)[C@@H](NC(=O)[C@@H](CS)Cc2ccccc2)COc2ccccc21";"IC50";"'='";"0.6";"nM";"9.22";"";"";"UO_0000065";"22.25";"0.43";"7.45";"9.61";"0";"CHEMBL883549";"Tested in vitro for inhibition of neutral endopeptidase (NEP)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127937";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";""
"CHEMBL66254";"";"None";"377.47";"0";"0.71";"2c";"O=C(N[C@H]1CCCN2CC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1";"IC50";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"20.29";"0.40";"6.95";"8.51";"0";"CHEMBL752986";"In vitro inhibitory activity against neutral endopeptidase (NEP) was determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127958";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";""
"CHEMBL2171396";"";"None";"397.41";"0";"3.27";"2a";"COc1cc(C(=O)N[C@@H](CC(=O)O)c2ccccc2C)nn1-c1ccccc1F";"IC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"14.40";"0.27";"2.45";"6.12";"0";"CHEMBL2176197";"Inhibition of human recombinant NEP using Mca-RPPGFSAFK(Dnp)-OH as substrate incubated for 15 mins prior to substrate addition measured after 20 to 30 mins by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169867";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";""
"CHEMBL25432";"";"None";"295.40";"0";"2.14";"HS-CH-(CH2Ph)CO-L-Leu";"CC(C)C[C@@H](NC(=O)C(S)Cc1ccccc1)C(=O)O";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"24.72";"0.50";"5.16";"11.00";"0";"CHEMBL752995";"Inhibitory potency against neutral endopeptidase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125423";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";""
"CHEMBL147526";"";"None";"335.47";"0";"2.85";"14b";"O=C1N[C@H](C(=O)O)CCCCCCc2cccc(c2)C[C@H]1CS";"IC50";"'='";"445.0";"nM";"6.35";"";"";"UO_0000065";"18.93";"0.38";"3.50";"9.57";"0";"CHEMBL752994";"Inhibitory concentration required to inhibit neutral endopeptidase (NEP)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129939";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL92126";"";"None";"496.50";"0";"3.19";"23";"C[C@H](N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O)P(=O)(O)O";"IC50";"'='";"171.0";"nM";"6.77";"";"";"UO_0000065";"13.63";"0.26";"3.58";"4.98";"0";"CHEMBL752990";"In vitro inhibitory concentration against neutral endopeptidase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150039";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";""
"CHEMBL34541";"";"None";"544.63";"2";"5.40";"3a";"O=C(O)Cc1csc(NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)C[C@@H](COc2ccccc2)C(=O)O)n1";"IC50";"'='";"0.69";"nM";"9.16";"";"";"UO_0000065";"16.82";"0.32";"3.76";"7.28";"0";"CHEMBL752989";"In vitro inhibition of Neutral Endopeptidase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129104";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";""
"CHEMBL148840";"";"None";"321.44";"0";"2.46";"16b";"O=C1N[C@H](C(=O)O)CCCCCc2cccc(c2)C[C@H]1CS";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"18.67";"0.37";"3.54";"9.04";"0";"CHEMBL752994";"Inhibitory concentration required to inhibit neutral endopeptidase (NEP)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129939";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL50814";"";"None";"412.51";"0";"2.47";"1E";"O=C(O)CN1C(=O)C(NC(=O)[C@@H](S)Cc2ccccc2)CCCc2ccccc21";"IC50";"'='";"1124.0";"nM";"5.95";"";"";"UO_0000065";"14.42";"0.28";"3.48";"6.86";"0";"CHEMBL754359";"Inhibition of Neutral Endopeptidase (NEP)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152108";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";""
"CHEMBL93562";"";"None";"372.36";"0";"0.94";"27";"CC(C)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](CCc1ccccc1)C(=O)O";"IC50";"'='";"26.0";"nM";"7.58";"";"";"UO_0000065";"20.37";"0.41";"6.65";"5.58";"0";"CHEMBL752990";"In vitro inhibitory concentration against neutral endopeptidase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150039";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";""
"CHEMBL92676";"";"None";"448.46";"0";"2.61";"15";"CC(C)C[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O";"IC50";"'='";"356.0";"nM";"6.45";"";"";"UO_0000065";"14.38";"0.28";"3.84";"4.74";"0";"CHEMBL752990";"In vitro inhibitory concentration against neutral endopeptidase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150039";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";""
"CHEMBL1829582";"";"None";"294.31";"0";"-0.14";"1";"O=C(O)CCNC(=O)[C@H](Cc1ccccc1)NCC(=O)O";"IC50";"'='";"44000.0";"nM";"4.36";"";"";"UO_0000065";"14.80";"0.28";"4.50";"3.76";"0";"CHEMBL1833759";"Inhibition of neutral endopeptidase in human fibroblasts homogenates using glutaryl-Ala-Ala-Phe-4-methoxy-2-naphtylamide as substrate after 1 hrs by fluorimetric assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1828526";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";""
"CHEMBL258278";"";"None";"384.39";"1";"0.21";"7e";"CC(C)CN(C[C@H](O)C(=O)O)C(=O)N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O";"IC50";"'='";"19.0";"nM";"7.72";"";"";"UO_0000065";"20.09";"0.39";"7.51";"4.61";"0";"CHEMBL930674";"Inhibition of NEP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143110";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL4445778";"";"None";"541.69";"2";"5.61";"36";"CCOc1nc(CC)c(CNC(=O)[C@@H](CS)CC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)c(F)c1";"IC50";"'='";"79.43";"nM";"7.10";"";"";"UO_0000065";"13.11";"0.26";"1.49";"7.60";"0";"CHEMBL4311872";"Inhibition of NEP (unknown origin) preincubated for 10 mins followed by fluorogenic substrate addition and measured after 20 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4308919";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";"";"";""
"CHEMBL299438";"";"None";"404.53";"0";"2.80";"7b";"O=C(O)CN1C(=O)[C@@H](NC(=O)[C@@H](S)CC2CCCCC2)CCc2ccccc21";"IC50";"'='";"4260.0";"nM";"5.37";"";"";"UO_0000065";"13.28";"0.26";"2.57";"6.19";"0";"CHEMBL754359";"Inhibition of Neutral Endopeptidase (NEP)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152108";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";""
"CHEMBL26703";"";"None";"618.63";"1";"4.15";"diastereomer ratio 1.7 : 1 (table)";"O=C(N[C@@H](Cc1ccccc1)P(=O)(O)CC(Cc1ccccc1)C(=O)NC(Cc1c[nH]cn1)C(=O)O)OCc1ccccc1";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"8.08";"0.16";"0.85";"2.93";"0";"CHEMBL754361";"Inhibition of neutral endopeptidase in human umbilical vein endothelial cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Endothelial cell";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152034";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";""
"CHEMBL25341";"";"None";"552.56";"1";"4.20";"diastereomer ratio 1.8 : 1 (table)";"O=C(O)CCNC(=O)C(Cc1ccccc1)CP(=O)(O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"10.20";"0.20";"1.44";"3.97";"0";"CHEMBL754361";"Inhibition of neutral endopeptidase in human umbilical vein endothelial cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Endothelial cell";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152034";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";""
"CHEMBL36753";"";"None";"432.41";"0";"0.98";"42";"CSCC[C@H](NC(=O)[C@H](CC#Cc1ccccc1F)NCP(=O)(O)O)C(=O)O";"IC50";"'='";"4060.0";"nM";"5.39";"";"";"UO_0000065";"12.47";"0.26";"4.41";"3.97";"0";"CHEMBL751028";"Inhibitory activity against neutral endopeptidase (NEP).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131381";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL288837";"";"None";"396.38";"0";"1.14";"23";"CC(C)C[C@H](NC(=O)[C@H](CC#Cc1ccccc1)NCP(=O)(O)O)C(=O)O";"IC50";"'='";"948.0";"nM";"6.02";"";"";"UO_0000065";"15.20";"0.30";"4.88";"4.43";"0";"CHEMBL751028";"Inhibitory activity against neutral endopeptidase (NEP).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131381";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL148840";"";"None";"321.44";"0";"2.46";"15";"O=C1N[C@H](C(=O)O)CCCCCc2cccc(c2)C[C@H]1CS";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"25.19";"0.50";"5.64";"12.19";"0";"CHEMBL2208603";"Inhibition of neutral endopeptidase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203227";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";""
